,price,weight,product_list,maker,brand,rating,review_cnt,foodtexture,id
217,16.80,5.25,cesar classics pate grilled chicken dog food trays,Cesar,Cesar,4.6,9.0,pate,86444
218,28.99,9.375,blue buffalo family favorite grain-free recipes shepherd's pie ,Blue Buffalo,Blue Buffalo,4.5,22.0,stew,85006
219,21.24,9.524999999999999,whole earth farms grain-free adult recipe ,Whole Earth Farms,Whole Earth Farms,4.6,77.0,pate,73949
220,39.49,9.899999999999999,wellness 95% salmon grain-free ,Wellness,Wellness,4.6,56.0,pate,49198
221,34.68,9.0,newman's own organics grain-free beef ,Newman's Own Organics,Newman's Own Organics,4.5,48.0,pate,48333
222,30.50,9.524999999999999,castor & pollux organix grain-free organic chicken & vegetable recipe adult ,Castor & Pollux,Castor & Pollux,4.7,33.0,pate,55028
223,53.99,8.25,"hill's prescription diet i/d digestive care stress rice,vegetable & chicken stew ",Hill's Prescription Diet,Hill's,4.8,23.0,stew,90686
224,31.44,9.524999999999999,merrick limited ingredient diet grain-free real duck recipe ,Merrick,Merrick,4.7,18.0,pate,87333
225,2.50,0.825,"purina beneful medleys tuscan style ,3-oz,pack of 3",Purina Beneful,Purina,4.2,9.0,stew,100126
226,31.21,0.825,evanger's grain-free wild salmon canned dog & cat food,Evanger's,Evanger's,4.4,90.0,pate,60010
227,14.32,0.825,"purina beneful prepared meals simmered chicken medley with green beans,carrots & wild rice wet dog food",Purina Beneful,Purina,4.9,10.0,stew,100181
228,35.88,9.75,zignature zssential multi-protein formula grain-free ,Zignature,Zignature,4.8,41.0,pate,80252
229,11.78,0.825,pedigree chopped ground dinner weight management with beef & liver ,Pedigree,Pedigree,4.4,9.0,minced,114349
230,30.02,5.25,"nutro ultra senior pate chicken,lamb & salmon entree dog food trays",Nutro Ultra,Nutro,4.7,27.0,pate,52141
231,8.94,0.825,"pedigree chopped ground dinner variety pack with chicken,beef & bacon wet dog food",Pedigree,Pedigree,4.7,6.0,minced,123266
232,24.99,9.375,blue buffalo freedom adult lamb recipe grain-free ,Blue Buffalo,Blue Buffalo,5.0,23.0,pate,84148
233,35.88,9.75,zignature trout & salmon limited ingredient formula grain-free ,Zignature,Zignature,4.7,44.0,pate,80244
234,14.16,0.825,"purina beneful chopped blends with chicken,liver,peas,brown rice & sweet potatoes wet dog food,10-oz container,case of 8",Purina Beneful,Purina,4.9,9.0,shredded,100019
235,27.99,9.375,blue buffalo freedom grillers hearty chicken dinner grain-free ,Blue Buffalo,Blue Buffalo,4.7,25.0,chunks in gravy,75705
236,41.49,0.825,hill's prescription diet d/d skin/food sensitivities salmon formula ,Hill's Prescription Diet,Hill's,4.7,29.0,pate,69748
237,15.12,4.0,rachael ray nutrish natural rustic duck stew natural wet dog food,Rachael Ray Nutrish,Rachael Ray Nutrish,4.6,17.0,stew,108509
238,9.47,3.5,natural balance chicken formula dog food roll,Natural Balance,Natural Balance,4.4,79.0,pate,76572
239,7.99,4.875,purina one smartblend classic ground entree variety pack adult ,Purina ONE,Purina,4.8,11.0,pate,92092
240,16.80,5.25,cesar home delights slow cooked chicken dog food trays,Cesar,Cesar,4.5,11.0,chunks in gravy,86033
241,32.99,9.75,hill's prescription diet h/d heart care with chicken ,Hill's Prescription Diet,Hill's,4.8,34.0,pate,69759
242,30.02,5.25,"nutro ultra small breed adult pate chicken,lamb & salmon entree dog food trays",Nutro Ultra,Nutro,4.6,19.0,pate,52139
243,16.80,5.25,cesar sunrise breakfast scrambled egg & sausage dog food trays,Cesar,Cesar,4.7,22.0,pate,86067
244,17.17,9.375,"nutro max puppy chicken,lamb & rice formula ",Nutro Max,Nutro,4.4,27.0,pate,60630
245,13.99,0.825,"blue buffalo divine delights bacon,egg & cheese pate dog food trays",Blue Buffalo,Blue Buffalo,3.7,3.0,pate,114262
246,13.04,0.825,"purina beneful chopped blends with turkey,sweet potatoes,brown rice & spinach wet dog food,10-oz container,case of 8",Purina Beneful,Purina,5.0,4.0,shredded,100034
247,31.44,9.524999999999999,merrick backcountry grain-free alpine rabbit stew ,Merrick,Merrick,4.8,36.0,stew,86957
248,30.96,8.25,health extension meaty mix chicken grain-free ,Health Extension,Health Extension,4.8,29.0,pate,71302
249,32.99,9.375,wellness complete health venison & sweet potato formula ,Wellness,Wellness,4.4,44.0,pate,49225
250,33.99,9.375,"wellness core grain-free whitefish,salmon & herring formula ",Wellness,Wellness,4.4,78.0,pate,49204
251,26.89,0.825,nutro limited ingredient diet grain-free adult farm raised turkey & potato recipe ,Nutro,Nutro,4.8,20.0,pate,86744
252,29.99,9.375,blue buffalo wilderness wolf creek stew hearty duck stew grain-free adult ,Blue Buffalo,Blue Buffalo,4.8,33.0,stew,75786
253,23.99,9.375,blue buffalo homestyle recipe fish & sweet potato dinner with garden vegetables ,Blue Buffalo,Blue Buffalo,4.3,28.0,pate,46808
254,23.64,9.375,nutro ultra puppy chunks in gravy ,Nutro Ultra,Nutro,4.8,29.0,chunks in gravy,48404
255,32.40,4.800000000000001,merrick classic grain-free grammy's pot pie toy & small breed recipe ,Merrick,Merrick,4.5,63.0,chunks in gravy,71901
256,34.48,0.825,royal canin puppy appetite stimulation ,Royal Canin,Royal Canin,4.8,42.0,pate,63382
257,23.88,9.75,canidae life stages platinum formula ,CANIDAE,CANIDAE,4.7,65.0,pate,47021
258,22.13,9.375,"hill's science diet adult 7+ healthy cuisine braised beef,carrots & peas stew ",Hill's Science Diet,Hill's,4.7,11.0,stew,94008
259,22.55,9.600000000000001,evanger's classic recipes cooked chicken grain-free ,Evanger's,Evanger's,4.5,107.0,pate,50775
260,35.88,9.75,zignature duck limited ingredient formula grain-free ,Zignature,Zignature,4.7,41.0,pate,80250
261,32.99,9.75,hill's prescription diet j/d joint care with lamb ,Hill's Prescription Diet,Hill's,4.4,30.0,pate,69768
262,34.48,0.825,royal canin weight care adult ,Royal Canin,Royal Canin,5.0,18.0,pate,63384
263,8.25,4.125,"mighty dog savory steak flavor,rotisserie chicken flavor & chicken,egg & bacon country platter variety pack ",Mighty Dog,Mighty Dog,4.5,15.0,minced,100694
264,35.88,9.75,zignature turkey limited ingredient formula grain-free ,Zignature,Zignature,4.8,33.0,pate,80248
265,16.99,2.25,blue buffalo basics limited ingredient grain-free lamb & potato small breed adult wet dog food,Blue Buffalo,Blue Buffalo,4.5,21.0,pate,88195
266,18.98,9.375,"nutro max adult chicken,rice & lamb dinner ",Nutro Max,Nutro,4.8,25.0,pate,51655
267,32.99,9.375,wellness complete health turkey & sweet potato formula ,Wellness,Wellness,4.6,48.0,pate,49221
268,27.35,9.524999999999999,newman's own organics chicken & brown rice formula ,Newman's Own Organics,Newman's Own Organics,5.0,45.0,pate,48334
269,17.49,9.75,chicken soup for the soul mature ,Chicken Soup,Chicken Soup,4.8,59.0,pate,92003
270,18.91,9.75,purina pro plan focus adult large breed beef & rice entree chunks in gravy ,Purina Pro Plan,Purina,4.4,23.0,chunks in gravy,67448
271,8.16,0.825,"alpo  prime cuts stew with beef & vegetables in gravy ,13.2-oz,case of 12",ALPO,ALPO,4.8,9.0,chunks in gravy,100050
272,58.10,15.0,nature's recipe grain-free chicken & turkey stew ,Nature's Recipe,Nature's Recipe,4.9,25.0,stew,68358
273,23.59,9.75,natural balance ultra premium lamb formula ,Natural Balance,Natural Balance,4.8,52.0,pate,48012
274,30.90,4.125,nature's recipe grain-free chicken & venison recipe in broth wet dog food,Nature's Recipe,Nature's Recipe,5.0,25.0,bits in broth,63838
275,18.32,4.0,earthborn holistic chip's chicken casserole grain-free natural moist dog food,Earthborn Holistic,Earthborn Holistic,4.6,49.0,shredded,52814
276,26.89,0.825,nutro limited ingredient diet grain-free adult lamb & potato recipe ,Nutro,Nutro,4.9,18.0,pate,86745
277,22.13,9.600000000000001,hill's science diet adult perfect weight chicken & vegetables entree ,Hill's Science Diet,Hill's,4.3,31.0,minced,74193
278,39.49,9.899999999999999,wellness 95% lamb grain-free ,Wellness,Wellness,4.8,62.0,pate,49197
279,22.55,9.600000000000001,evanger's classic recipes beef & bacon grain-free ,Evanger's,Evanger's,4.6,99.0,pate,50794
280,14.89,9.75,purina one smartblend classic ground beef & brown rice entree adult ,Purina ONE,Purina,4.4,16.0,pate,91722
281,16.80,5.25,cesar sunrise breakfast grilled steak & eggs dog food trays,Cesar,Cesar,4.8,14.0,pate,47093
282,10.68,0.825,pedigree puppy chopped ground dinner with chicken & beef ,Pedigree,Pedigree,4.2,13.0,minced,114378
283,26.33,0.825,evanger's low fat vegetarian dinner canned dog & cat food,Evanger's,Evanger's,4.2,93.0,pate,59999
284,40.68,9.75,petkind tripett original formula green beef tripe grain-free ,PetKind,PetKind,4.7,126.0,pate,59462
285,4.94,0.875,nutro petite eats multipack roasted turkey & vegetable entrée cuts in gravy dog food trays,Nutro,Nutro,5.0,4.0,chunks in gravy,109427
286,18.85,9.600000000000001,hill's science diet puppy savory stew with chicken & vegetables ,Hill's Science Diet,Hill's,4.5,28.0,stew,52778
287,21.00,9.375,purina beyond beef & spinach recipe in gravy grain-free ,Purina Beyond,Purina,4.4,34.0,chunks in gravy,93782
288,29.99,9.375,blue buffalo wilderness rocky mountain recipe red meat dinner senior grain-free ,Blue Buffalo,Blue Buffalo,4.7,23.0,pate,84154
289,9.47,3.5,natural balance lamb & chicken formula dog food roll,Natural Balance,Natural Balance,4.4,137.0,pate,76568
290,34.48,0.825,royal canin mature 8+ ,Royal Canin,Royal Canin,4.8,44.0,pate,63388
291,64.59,0.825,royal canin veterinary diet renal support e ,Royal Canin Veterinary Diet,Royal Canin,4.7,58.0,pate,90643
292,66.49,0.825,royal canin veterinary diet satiety support ,Royal Canin Veterinary Diet,Royal Canin,4.8,28.0,pate,77545
293,24.99,9.375,blue buffalo freedom puppy chicken recipe grain-free ,Blue Buffalo,Blue Buffalo,4.8,62.0,pate,50831
294,14.28,0.825,"pedigree chopped ground dinner combo with chicken,beef & liver ",Pedigree,Pedigree,5.0,6.0,minced,114326
295,18.32,4.5,earthborn holistic pepper's pot roast grain-free natural moist dog food,Earthborn Holistic,Earthborn Holistic,4.7,52.0,shredded,52817
296,27.44,0.825,royal canin puppy ,Royal Canin,Royal Canin,4.8,14.0,pate,99646
297,18.85,9.75,hill's science diet adult turkey & barley entree ,Hill's Science Diet,Hill's,4.5,28.0,minced,49000
298,28.48,9.375,"blue buffalo wilderness denali dinner with wild salmon,venison & halibut grain-free ",Blue Buffalo,Blue Buffalo,4.5,25.0,pate,95954
299,28.99,9.375,blue buffalo blue's tasty turkey stew grain free ,Blue Buffalo,Blue Buffalo,4.4,41.0,stew,85754
300,71.39,0.825,royal canin veterinary diet selected protein adult pw ,Royal Canin Veterinary Diet,Royal Canin,4.3,28.0,pate,50214
301,32.99,9.375,wellness complete health just for puppy ,Wellness,Wellness,4.8,79.0,pate,49210
302,13.99,0.825,blue buffalo divine delights new york strip flavor hearty gravy dog food trays,Blue Buffalo,Blue Buffalo,5.0,4.0,chunks in gravy,114289
303,31.44,9.899999999999999,merrick classic grain-free puppy plate recipe ,Merrick,Merrick,4.7,80.0,chunks in gravy,47870
304,30.02,0.825,nutro adult petite eats savory lamb & garden variety entree cuts in gravy dog food trays,Nutro,Nutro,4.9,31.0,stew,86756
305,17.17,9.375,nutro max adult beef & rice dinner ,Nutro Max,Nutro,4.5,31.0,pate,60625
306,4.94,0.825,nutro petite eats multipack signature beef & potato entrée cuts in gravy dog food trays,Nutro,Nutro,5.0,3.0,chunks in gravy,109423
307,31.44,9.524999999999999,merrick chunky grain-free pappy's pot roast dinner ,Merrick,Merrick,4.3,58.0,chunks in gravy,77010
308,16.80,5.25,cesar classics pate filet mignon flavor dog food trays,Cesar,Cesar,4.9,19.0,pate,47083
309,16.80,5.25,cesar classics pate with chicken & liver dog food trays,Cesar,Cesar,4.9,27.0,pate,86436
310,23.21,9.75,canidae grain-free pure sky duck & turkey formula ,CANIDAE,CANIDAE,4.3,34.0,pate,51420
311,8.98,0.825,pedigree chopped ground dinner & chunky ground dinner variety pack ,Pedigree,Pedigree,5.0,2.0,minced,114322
312,8.38,2.625,cesar home delights porterhouse steak & ribeye steak variety pack dog food trays,Cesar,Cesar,5.0,8.0,pate,109808
313,47.88,9.75,zignature kangaroo limited ingredient formula grain-free ,Zignature,Zignature,4.6,56.0,pate,91528
314,47.14,10.5,"weruva steak frites with beef,pumpkin & sweet potatoes in gravy grain-free ",Weruva,Weruva,4.8,46.0,chunks in gravy,55594
315,22.13,9.375,"hill's science diet adult 7+ healthy cuisine roasted chicken,carrots & spinach stew ",Hill's Science Diet,Hill's,4.7,32.0,stew,94004
316,67.99,0.825,royal canin veterinary diet hepatic ,Royal Canin Veterinary Diet,Royal Canin,4.8,53.0,pate,58624
317,7.64,0.825,purina bella filet mignon & porter house steak flavor variety pack small breed dog food,Purina Bella,Purina,4.5,11.0,pate,110805
318,32.99,9.375,wellness complete health senior formula ,Wellness,Wellness,4.6,46.0,pate,49215
319,24.99,9.375,blue buffalo freedom senior chicken recipe grain-free ,Blue Buffalo,Blue Buffalo,4.6,32.0,pate,84150
320,21.24,9.524999999999999,whole earth farms grain-free hearty duck stew ,Whole Earth Farms,Whole Earth Farms,4.7,44.0,stew,87361
321,17.98,9.899999999999999,nature's recipe healthy skin vegetarian recipe cuts in gravy stew ,Nature's Recipe,Nature's Recipe,4.4,54.0,stew,56223
322,36.99,9.75,hill's prescription diet s/d urinary care original ,Hill's Prescription Diet,Hill's,4.4,58.0,pate,69789
323,31.44,9.524999999999999,merrick limited ingredient diet grain-free real lamb recipe ,Merrick,Merrick,4.6,21.0,pate,87337
324,39.99,8.25,blue buffalo freedom small breed adult chicken recipe grain-free ,Blue Buffalo,Blue Buffalo,4.8,48.0,pate,50787
325,31.44,9.524999999999999,merrick limited ingredient diet grain-free real salmon recipe ,Merrick,Merrick,4.5,42.0,pate,87331
326,35.88,9.75,zignature lamb limited ingredient formula grain-free ,Zignature,Zignature,4.4,45.0,pate,80246
327,21.49,0.825,nutro adult hearty stews healthy chicken & rice stew chunks in gravy ,Nutro,Nutro,4.8,15.0,chunks in gravy,86742
328,33.92,4.125,natural balance l.i.d. limited ingredient diets chicken & sweet potato formula shreds grain-free wet dog food,Natural Balance,Natural Balance,4.9,16.0,shredded,95637
330,36.99,8.25,blue buffalo homestyle recipe small breed chicken dinner ,Blue Buffalo,Blue Buffalo,5.0,42.0,pate,85755
331,16.99,2.25,blue buffalo basics limited ingredient grain-free turkey & potato small breed adult wet dog food,Blue Buffalo,Blue Buffalo,4.2,19.0,pate,88199
332,32.99,9.375,blue buffalo basics limited ingredient grain-free lamb & potato adult ,Blue Buffalo,Blue Buffalo,4.7,42.0,pate,88190
333,39.49,9.375,hill's prescription diet metabolic weight management vegetable & chicken stew ,Hill's Prescription Diet,Hill's,4.9,34.0,stew,87470
334,31.44,9.524999999999999,merrick chunky grain-free colossal chicken dinner ,Merrick,Merrick,4.6,59.0,chunks in gravy,77012
335,33.99,4.5,"wellness petite entrees mini-filets with roasted chicken,beef,carrots & green beans in gravy grain-free wet dog food",Wellness,Wellness,4.7,33.0,chunks in gravy,76679
336,57.79,0.825,royal canin veterinary diet renal support t ,Royal Canin Veterinary Diet,Royal Canin,4.6,93.0,pate,90644
337,4.94,0.875,nutro petite eats multipack chef inspired chicken entrée cuts in gravy dog food trays,Nutro,Nutro,4.3,6.0,chunks in gravy,109425
338,14.56,0.825,"purina beneful prepared meals simmered beef entree with carrots,barley,wild rice & spinach wet dog food",Purina Beneful,Purina,4.4,9.0,stew,100179
339,32.63,0.825,evanger's grain-free rabbit canned dog & cat food,Evanger's,Evanger's,4.2,112.0,pate,59823
340,18.85,9.75,hill's science diet puppy chicken & barley entree ,Hill's Science Diet,Hill's,4.6,46.0,minced,48946
341,32.99,9.375,wellness simple limited ingredient diet grain-free turkey & potato formula ,Wellness,Wellness,4.5,62.0,pate,51743
342,15.89,0.825,"purina beneful prepared meals roasted turkey medley with corn,wild rice,peas & barley wet dog food",Purina Beneful,Purina,4.9,10.0,stew,100183
343,8.16,0.825,"alpo prime cuts with turkey & bacon in gravy ,13.2-oz,case of 12",ALPO,ALPO,4.6,8.0,chunks in gravy,100074
344,17.49,9.75,chicken soup for the soul adult ,Chicken Soup,Chicken Soup,4.7,78.0,pate,91711
345,7.99,0.825,purina one smartblend true instinct tender cuts in gravy variety pack ,Purina ONE,Purina,4.9,13.0,chunks in gravy,111092
346,30.02,0.825,nutro adult petite eats roasted turkey & vegetable entree cuts in gravy dog food trays,Nutro,Nutro,4.8,29.0,stew,86755
347,32.99,9.375,wellness complete health chicken & sweet potato formula ,Wellness,Wellness,4.6,48.0,pate,49201
348,23.59,9.75,"natural balance original ultra whole body health reduced calorie chicken,salmon & duck formula ",Natural Balance,Natural Balance,4.4,69.0,pate,47996
349,36.99,9.975000000000001,purina pro plan veterinary diets ur urinary ox/st ,Purina Pro Plan Veterinary Diets,Purina,4.9,38.0,minced,87806
350,14.64,4.0,rachael ray nutrish natural savory lamb stew natural wet dog food,Rachael Ray Nutrish,Rachael Ray Nutrish,4.7,30.0,chunks in gravy,55411
351,7.00,4.125,mighty dog porterhouse steak flavor & tenderloin tips flavor in gravy variety pack ,Mighty Dog,Mighty Dog,4.5,19.0,chunks in gravy,100684
352,5.94,0.825,"royal canin chihuahua adult ,3.5-oz,pack of 4",Royal Canin,Royal Canin,4.6,27.0,pate,99656
353,14.04,0.825,pedigree chopped ground dinner with chicken ,Pedigree,Pedigree,4.9,15.0,minced,114358
354,18.61,0.825,"purina beneful chopped blends with salmon,sweet potatoes,brown rice & spinach wet dog food,10-oz container,case of 8",Purina Beneful,Purina,4.7,20.0,shredded,100028
355,25.99,9.375,blue buffalo basics limited ingredient grain-free turkey & potato senior ,Blue Buffalo,Blue Buffalo,4.9,23.0,pate,88193
356,13.99,0.825,blue buffalo divine delights prime rib flavor hearty gravy dog food trays,Blue Buffalo,Blue Buffalo,5.0,6.0,chunks in gravy,114291
357,10.68,9.899999999999999,pedigree choice cuts in gravy country stew ,Pedigree,Pedigree,4.6,14.0,"stew, chunks in gravy",114176
358,13.41,0.825,"purina beneful prepared meals beef & chicken medley with green beans,carrots & wild rice wet dog food",Purina Beneful,Purina,4.7,10.0,stew,100163
359,14.64,4.0,rachael ray nutrish natural beef stroganwoof natural wet dog food,Rachael Ray Nutrish,Rachael Ray Nutrish,4.2,32.0,chunks in gravy,81480
360,24.03,9.375,blue buffalo freedom adult beef recipe grain-free  ,Blue Buffalo,Blue Buffalo,4.7,24.0,pate,84146
361,18.72,2.625,merrick lil' plates grain-free teeny texas steak tips in gravy dog food trays,Merrick,Merrick,4.6,33.0,stew,102310
362,33.99,9.75,hill's prescription diet g/d aging care turkey flavor ,Hill's Prescription Diet,Hill's,4.7,32.0,pate,69757
363,20.04,9.75,natural balance ultra premium liver formula ,Natural Balance,Natural Balance,4.8,64.0,pate,48014
364,21.49,0.825,nutro adult kitchen classics grass fed lamb & brown rice ,Nutro,Nutro,4.3,25.0,pate,86738
365,21.24,9.524999999999999,whole earth farms grain-free hearty chicken stew ,Whole Earth Farms,Whole Earth Farms,4.5,81.0,stew,73957
366,8.38,2.625,cesar classics pate beef multipack dog food trays,Cesar,Cesar,4.9,27.0,pate,86450
367,28.99,9.375,blue buffalo family favorite grain-free recipes backyard bbq ,Blue Buffalo,Blue Buffalo,4.8,30.0,stew,84997
368,21.24,9.524999999999999,whole earth farms grain-free hearty turkey stew ,Whole Earth Farms,Whole Earth Farms,4.5,94.0,stew,73959
369,33.99,9.375,"wellness core grain-free beef,venison & lamb formula ",Wellness,Wellness,4.5,93.0,pate,52021
370,33.99,9.899999999999999,wellness 95% turkey grain-free ,Wellness,Wellness,4.7,77.0,pate,49199
371,6.99,4.125,"mighty dog hearty beef dinner,chicken & smoked bacon combo & lamb & rice variety pack ",Mighty Dog,Mighty Dog,4.8,16.0,minced,100678
372,21.99,0.825,nutro senior hearty stews grandpa's country stew with chicken & turkey chunks in gravy ,Nutro,Nutro,4.7,23.0,chunks in gravy,86751
373,17.64,9.375,purina beyond turkey & green bean recipe in gravy grain-free ,Purina Beyond,Purina,4.8,25.0,chunks in gravy,93786
376,39.49,9.375,hill's prescription diet metabolic weight management vegetable & beef stew ,Hill's Prescription Diet,Hill's,4.7,32.0,stew,87468
377,27.99,0.825,cesar classics in meaty juices variety pack dog food trays,Cesar,Cesar,5.0,9.0,pate,128536
379,19.38,0.825,instinct by nature's variety grain-free chicken formula ,Instinct,Instinct,4.7,84.0,pate,120819
380,23.88,9.75,canidae life stages chicken & rice formula ,CANIDAE,CANIDAE,4.8,65.0,pate,47023
381,18.96,9.75,purina pro plan savor adult turkey & vegetables entree slices in gravy ,Purina Pro Plan,Purina,4.6,30.0,chunks in gravy,67640
382,25.99,9.375,nutro ultra large breed adult chunks in gravy ,Nutro Ultra,Nutro,4.6,15.0,chunks in gravy,48402
383,21.24,9.524999999999999,whole earth farms grain-free hearty salmon stew ,Whole Earth Farms,Whole Earth Farms,4.6,53.0,stew,87363
384,31.44,9.899999999999999,merrick classic grain-free venison holiday stew recipe ,Merrick,Merrick,4.7,75.0,chunks in gravy,47884
385,13.52,0.825,"purina beneful prepared meals chicken stew with rice,carrots,peas & barley wet dog food",Purina Beneful,Purina,4.9,13.0,stew,100169
386,30.02,0.825,nutro adult petite eats signature beef & potato entree cuts in gravy dog food trays,Nutro,Nutro,4.7,34.0,stew,86740
387,21.49,0.825,"nutro adult kitchen classics slow cooked chicken,rice & oatmeal dinner ",Nutro,Nutro,4.7,43.0,pate,86747
388,22.13,9.375,"hill's science diet adult healthy cuisine braised beef,carrots & peas stew ",Hill's Science Diet,Hill's,4.8,12.0,stew,94006
389,27.99,9.375,blue buffalo freedom grillers hearty beef dinner grain-free ,Blue Buffalo,Blue Buffalo,4.7,30.0,chunks in gravy,75703
390,8.94,0.825,"pedigree chopped ground dinner variety pack with chicken,filet mignon & beef wet dog food",Pedigree,Pedigree,4.7,9.0,minced,123264
391,5.94,0.825,"royal canin yorkshire terrier adult ,3-oz,pack of 4",Royal Canin,Royal Canin,5.0,35.0,pate,99663
392,34.48,0.825,royal canin beauty adult ,Royal Canin,Royal Canin,4.8,38.0,pate,63386
393,14.12,0.825,"purina beneful prepared meals roasted chicken recipe with pasta,carrots & spinach wet dog food",Purina Beneful,Purina,4.2,16.0,stew,100171
394,18.96,9.75,purina pro plan savor adult chicken & vegetables entree slices in gravy ,Purina Pro Plan,Purina,4.6,32.0,chunks in gravy,67576
395,8.49,0.825,"alpo prime cuts with lamb & rice in gravy ,13.2-oz,case of 12",ALPO,ALPO,4.8,16.0,chunks in gravy,100064
396,45.49,9.375,hill's prescription diet metabolic weight + mobility tuna & vegetable stew ,Hill's Prescription Diet,Hill's,4.6,30.0,stew,89574
397,15.24,9.75,purina one smartblend tender cuts in gravy lamb & brown rice entree adult ,Purina ONE,Purina,4.9,19.0,chunks in gravy,91789
398,19.99,9.75,purina pro plan savor grain-free adult beef & peas entree ,Purina Pro Plan,Purina,4.8,33.0,pate,67776
399,17.16,9.375,nutro max senior chicken & rice dinner ,Nutro Max,Nutro,4.7,53.0,pate,48382
400,9.47,3.5,natural balance duck & turkey formula dog food roll,Natural Balance,Natural Balance,4.5,133.0,pate,76564
401,27.00,9.375,blue buffalo wilderness rocky mountain recipe red meat dinner puppy grain-free ,Blue Buffalo,Blue Buffalo,4.6,48.0,pate,84152
402,10.68,0.825,pedigree chopped ground dinner chicken & rice dinner ,Pedigree,Pedigree,4.9,12.0,minced,114324
403,18.85,9.75,hill's science diet adult light with liver ,Hill's Science Diet,Hill's,4.8,42.0,minced,48975
404,9.33,4.875,purina one smartblend tender cuts in gravy entree variety pack adult ,Purina ONE,Purina,4.6,27.0,chunks in gravy,103726
405,14.64,4.0,rachael ray nutrish natural chicken muttballs with pasta natural wet dog food,Rachael Ray Nutrish,Rachael Ray Nutrish,4.7,32.0,chunks in gravy,55443
406,21.24,9.524999999999999,whole earth farms grain-free red meat recipe ,Whole Earth Farms,Whole Earth Farms,4.3,139.0,pate,73953
407,27.05,8.7,hill's science diet adult 7+ small & toy breed chicken & barley entree ,Hill's Science Diet,Hill's,4.6,26.0,minced,48955
408,34.49,9.75,hill's prescription diet k/d kidney care with lamb ,Hill's Prescription Diet,Hill's,4.3,59.0,pate,91075
409,33.99,9.375,wellness core grain-free weight management formula ,Wellness,Wellness,4.7,103.0,pate,52029
411,21.45,4.125,nature's recipe chicken recipe in broth wet dog food,Nature's Recipe,Nature's Recipe,4.9,37.0,bits in broth,63832
412,17.17,9.375,"nutro max adult chicken,rice & turkey dinner ",Nutro Max,Nutro,4.7,33.0,pate,60624
413,31.44,9.899999999999999,merrick grain-free 96% real beef ,Merrick,Merrick,4.5,72.0,pate,47859
414,14.64,4.0,rachael ray nutrish natural chicken paw pie natural wet dog food,Rachael Ray Nutrish,Rachael Ray Nutrish,4.3,42.0,chunks in gravy,55444
415,24.98,0.825,cesar steak lover's variety pack dog food trays,Cesar,Cesar,4.7,6.0,"pate, chunks in gravy",128539
416,22.36,9.75,"canidae grain-free pure elements lamb,turkey & chicken formula ",CANIDAE,CANIDAE,4.6,40.0,pate,51416
417,28.99,9.375,blue buffalo blue's irish lamb stew grain free ,Blue Buffalo,Blue Buffalo,4.3,94.0,stew,46821
418,26.16,9.375,blue buffalo family favorite grain-free recipes sunday chicken dinner ,Blue Buffalo,Blue Buffalo,4.9,32.0,stew,51804
419,21.49,0.825,nutro adult hearty stews chunky chicken & turkey stew chunks in gravy ,Nutro,Nutro,5.0,22.0,chunks in gravy,86750
420,16.80,0.825,cesar savory delights variety pack dog food trays,Cesar,Cesar,4.9,12.0,pate,128531
421,18.96,9.75,purina pro plan savor adult lamb & vegetables entree slices in gravy ,Purina Pro Plan,Purina,4.7,42.0,chunks in gravy,67579
422,25.99,9.375,blue buffalo wilderness healthy weight turkey & chicken grill grain-free adult ,Blue Buffalo,Blue Buffalo,4.7,47.0,pate,75743
423,13.99,0.825,blue buffalo divine delights pate variety pack filet mignon & porterhouse flavor dog food trays,Blue Buffalo,Blue Buffalo,3.6,8.0,pate,114269
424,27.44,0.825,royal canin adult ,Royal Canin,Royal Canin,4.8,19.0,pate,99652
426,15.00,9.75,purina one smartblend classic ground chicken & brown rice entree adult ,Purina ONE,Purina,4.6,39.0,pate,91513
427,18.85,9.75,hill's science diet adult beef & barley entree ,Hill's Science Diet,Hill's,4.7,30.0,minced,48969
428,41.49,9.75,hill's prescription diet d/d skin/food sensitivities duck formula ,Hill's Prescription Diet,Hill's,4.3,26.0,pate,69747
429,58.64,0.825,royal canin veterinary diet renal support d ,Royal Canin Veterinary Diet,Royal Canin,4.6,56.0,chunks in gravy,90673
430,19.99,9.75,purina pro plan natural adult grain-free classic chicken & carrots entree ,Purina Pro Plan,Purina,4.8,62.0,pate,67780
431,13.20,0.825,pedigree choice cuts in gravy with beef ,Pedigree,Pedigree,4.5,11.0,chunks in gravy,114229
432,23.59,9.75,natural balance vegetarian formula ,Natural Balance,Natural Balance,4.5,101.0,pate,48016
433,28.33,9.75,natural balance l.i.d. limited ingredient diets buffalo & sweet potatoes formula grain-free ,Natural Balance,Natural Balance,4.6,61.0,pate,84868
434,19.99,9.75,purina pro plan savor adult grain-free classic turkey & sweet potato entree ,Purina Pro Plan,Purina,4.6,50.0,pate,67786
435,32.99,9.975000000000001,purina pro plan veterinary diets om overweight management formula ,Purina Pro Plan Veterinary Diets,Purina,4.9,53.0,minced,65068
436,14.64,4.0,rachael ray nutrish natural hearty beef stew natural wet dog food,Rachael Ray Nutrish,Rachael Ray Nutrish,4.4,41.0,chunks in gravy,55410
437,32.99,9.225000000000001,hill's prescription diet r/d weight reduction original ,Hill's Prescription Diet,Hill's,4.8,64.0,pate,69783
